sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);GYROSCOPE X (rad/s);GYROSCOPE Y (rad/s);GYROSCOPE Z (rad/s);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);ATMOSPHERIC PRESSURE (hPa);SOUND LEVEL (dB);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Altitude-atmospheric pressure ( m);LOCATION Speed ( m/s);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-0.5121;2.6691;8.9921;-0.5505;2.7023;9.4109;0.009;-0.0166;-0.2622;-0.0197;0.0424;2.0E-4;13.01;-19.47;-34.64;232.12;-15.69;3.04;1003.21;74.227;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;11 / 19;32506;2015-03-03 13:57:38:061
-0.5835;2.8595;8.9421;-0.5125;2.611;9.4388;-0.0467;0.0704;-0.1883;-0.0154;0.036;0.0141;13.88;-19.3;-35.15;234.0;-15.74;3.55;1003.23;71.89;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;11 / 19;33005;2015-03-03 13:57:38:560
-0.4621;2.4525;8.6993;-0.5458;2.6932;9.4138;-0.074;0.1453;0.0651;-0.0133;-0.012;0.0216;13.53;-19.3;-34.47;233.12;-15.52;3.33;1003.23;65.237;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;11 / 19;33505;2015-03-03 13:57:39:060
-0.5668;2.8881;9.4777;-0.6241;2.7305;9.3981;-0.043;0.1506;-0.0581;-0.0304;0.0873;-0.0446;13.53;-19.3;-34.13;234.37;-16.06;3.23;1003.22;76.372;51.89199;0.256755;209.0;NaN;82.83273;1.25;28.0;122.2;11 / 19;34006;2015-03-03 13:57:39:561
-0.4145;2.4096;10.0561;-0.3955;2.5101;9.4717;-0.1325;0.2303;-0.0335;-0.1308;-0.0633;-0.098;11.78;-18.6;-35.15;229.05;-16.06;3.8;1003.2;73.471;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;11 / 19;34505;2015-03-03 13:57:40:060
-2.971;3.4046;8.6922;-2.7613;3.4086;8.7708;-0.2811;0.085;0.7106;-0.0379;-0.0665;0.0141;22.67;-23.5;-29.7;234.35;-16.21;6.35;1003.2;74.233;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;11 / 19;35005;2015-03-03 13:57:40:560
-1.607;2.7714;9.4896;-1.3173;3.0019;9.2425;0.1221;-0.0959;0.1476;0.101;-0.5044;0.0782;18.81;-21.05;-33.11;235.55;-17.64;9.27;1003.19;72.847;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;11 / 19;35505;2015-03-03 13:57:41:060
-1.1857;2.9833;8.9754;-1.2442;3.0034;9.2521;-0.2272;0.1706;-0.1027;-0.0144;0.0115;0.0184;16.7;-22.45;-33.11;230.93;-17.67;7.1;1003.17;73.14;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;11 / 19;36006;2015-03-03 13:57:41:561
-1.5856;3.1856;9.0564;-1.3197;3.0258;9.2344;-0.1929;0.1156;-0.0686;0.0145;0.0211;0.0504;17.22;-20.18;-31.91;235.33;-17.97;8.13;1003.17;71.229;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;11 / 19;36507;2015-03-03 13:57:42:062
-1.3952;3.0642;9.2635;-1.4145;3.0264;9.2201;-0.0304;0.102;-0.1323;-0.0763;0.0083;0.0056;16.87;-22.28;-31.91;229.05;-17.98;8.72;1003.18;72.811;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;11 / 19;37005;2015-03-03 13:57:42:560
-1.6404;3.1428;9.1849;-1.4998;3.1224;9.1745;-0.0169;0.0952;-0.0759;0.0166;-0.0526;0.0131;17.93;-21.58;-31.57;231.44;-18.27;9.2;1003.17;71.189;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;11 / 19;37506;2015-03-03 13:57:43:061
-1.519;3.2118;9.1016;-1.507;3.088;9.185;0.0047;0.0932;-0.0192;-0.0165;0.0254;0.0141;15.99;-22.45;-32.08;226.34;-18.35;9.32;1003.18;72.841;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;11 / 19;38005;2015-03-03 13:57:43:560
-1.5737;3.0856;9.0445;-1.4875;3.0826;9.19;-0.0032;0.115;0.0263;-0.0282;-0.0152;0.0088;17.05;-21.4;-32.08;231.81;-18.34;9.29;1003.16;72.058;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;11 / 19;38506;2015-03-03 13:57:44:061
-1.4261;3.1118;9.1778;-1.4903;3.0629;9.1961;0.0203;0.0886;-0.0124;-0.0186;0.0136;0.0056;17.4;-21.75;-32.77;229.49;-18.24;9.17;1003.15;73.777;51.89199;0.256755;209.0;NaN;83.427345;1.25;28.0;122.2;11 / 19;39005;2015-03-03 13:57:44:560
-1.5428;3.1404;9.1016;-1.4769;3.0689;9.1962;0.0134;0.0489;-0.0383;-0.0165;-0.0067;0.0088;17.58;-20.88;-31.23;233.58;-18.27;9.22;1003.16;53.765;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;11 / 19;39505;2015-03-03 13:57:45:060
-1.569;2.9595;9.0921;-1.4724;3.0559;9.2013;-0.0267;0.0909;-9.0E-4;-0.0208;0.0168;0.0056;16.17;-21.58;-33.62;227.3;-18.2;9.09;1003.15;59.258;51.89199;0.256755;209.0;NaN;83.427345;1.25;28.0;122.2;11 / 19;40005;2015-03-03 13:57:45:560
-1.5332;2.9999;9.1563;-1.4839;3.0458;9.2028;0.0187;0.0466;-0.0343;-0.0176;0.004;0.0109;16.7;-21.4;-31.06;231.03;-18.13;9.14;1003.16;62.675;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;11 / 19;40505;2015-03-03 13:57:46:060
-1.5071;3.0737;9.0897;-1.486;3.0617;9.1972;0.0493;0.0915;-0.0415;-0.0165;0.0019;0.0045;15.82;-21.93;-32.6;226.6;-18.15;9.17;1003.16;55.696;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;11 / 19;41005;2015-03-03 13:57:46:560
-2.3616;3.3427;9.0683;-1.4838;3.0416;9.2042;0.1538;0.1392;0.0011;0.007;-0.0921;0.0344;17.93;-21.93;-33.28;231.61;-18.13;9.26;1003.18;61.996;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;11 / 19;41504;2015-03-03 13:57:47:059
-1.6427;2.9309;9.1397;-1.4949;3.0506;9.1994;0.0884;0.058;-0.0302;-0.024;-0.0259;-8.0E-4;17.22;-21.58;-31.91;228.69;-18.12;9.23;1003.17;64.281;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;11 / 19;42005;2015-03-03 13:57:47:560
-1.469;3.1166;9.0445;-1.4965;3.0368;9.2037;0.0348;0.0453;-0.0311;-0.0176;0.0147;0.0056;17.22;-20.88;-31.57;231.26;-18.04;9.24;1003.19;61.524;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;11 / 19;42505;2015-03-03 13:57:48:060
-1.5023;0.4125;9.9704;-1.4465;3.2292;9.146;-0.0212;-0.4492;0.0676;0.0593;-0.1584;-0.348;18.28;-20.53;-31.23;233.91;-18.38;9.11;1003.19;64.49;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;11 / 19;43006;2015-03-03 13:57:48:561
-0.1717;3.0071;9.2944;-0.9192;2.8816;9.3286;0.2624;-0.3985;0.2;-0.0464;0.0061;0.1071;15.64;-20.0;-33.79;236.2;-17.69;6.01;1003.19;68.517;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;11 / 19;43505;2015-03-03 13:57:49:060
-1.0358;2.9119;9.1801;-1.1892;2.8146;9.3185;0.2897;-0.0594;-0.0142;0.0262;0.0392;-0.0062;15.99;-20.35;-34.47;233.22;-16.78;6.84;1003.19;59.351;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;11 / 19;44005;2015-03-03 13:57:49:560
-1.0238;2.9214;9.2016;-1.098;2.8668;9.3138;0.0769;0.0779;-0.049;-0.0154;0.0083;0.0109;15.99;-19.65;-32.77;232.95;-17.02;6.97;1003.19;57.893;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;0 / 19;44505;2015-03-03 13:57:50:060
-0.9786;3.457;9.2682;-1.1221;2.9078;9.2982;0.0417;0.057;0.0073;-0.0197;0.0072;0.0034;17.75;-20.7;-33.45;235.1;-17.12;6.65;1003.19;55.889;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;0 / 19;45006;2015-03-03 13:57:50:561
-1.1238;2.8785;9.1516;-1.122;2.8924;9.303;0.0165;0.0523;-0.0055;-0.0165;0.0083;0.0088;16.7;-18.25;-32.77;241.95;-17.22;6.87;1003.2;59.682;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;45505;2015-03-03 13:57:51:060
-1.0762;2.95;9.0992;-1.1167;2.8989;9.3016;0.0511;0.0546;-0.0202;-0.0144;0.0115;0.0088;17.93;-20.53;-34.3;235.65;-17.2;6.85;1003.2;52.151;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;46007;2015-03-03 13:57:51:562
-1.0667;2.9833;9.2159;-1.1129;2.9053;9.3;0.0251;0.0768;0.0115;-0.0176;0.0072;0.0099;15.47;-20.18;-33.28;231.06;-17.23;6.82;1003.2;54.444;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;46504;2015-03-03 13:57:52:059
-1.0762;2.9238;9.2754;-1.1099;2.9044;9.3007;0.0455;0.0801;0.0057;-0.0165;0.004;0.0088;17.05;-20.0;-34.81;237.18;-17.24;6.83;1003.21;52.069;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;1 / 19;47005;2015-03-03 13:57:52:560
-1.0548;2.9642;9.1825;-1.1166;2.9062;9.2993;7.0E-4;0.0703;-0.0375;-0.0154;0.0072;0.0099;16.87;-19.47;-32.6;238.84;-17.22;6.78;1003.22;52.697;51.89199;0.256755;209.0;NaN;82.83273;1.25;28.0;122.2;1 / 19;47505;2015-03-03 13:57:53:060
-1.081;2.9523;9.2254;-1.1162;2.9025;9.3006;0.0512;0.053;-0.0361;-0.0176;0.0093;0.0099;16.17;-18.77;-33.96;237.38;-17.26;6.88;1003.2;54.136;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;48005;2015-03-03 13:57:53:560
-1.4856;3.6379;8.6327;-1.1376;2.901;9.2984;-0.0295;0.1092;-0.0475;-0.0101;-0.0024;-0.0799;16.52;-20.18;-33.28;235.62;-17.21;6.98;1003.2;57.386;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;48505;2015-03-03 13:57:54:060
-1.3833;2.5596;9.1421;-1.1768;2.9385;9.2817;0.3625;0.187;-0.1216;-0.0336;-0.0206;0.0152;17.05;-17.55;-33.11;242.61;-17.78;7.62;1003.19;62.177;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;49005;2015-03-03 13:57:54:560
-1.1;2.919;9.2516;-1.319;2.9553;9.2573;0.0785;0.0579;0.0236;0.0102;0.0243;-0.0307;18.45;-18.6;-34.13;241.04;-17.54;8.11;1003.19;55.177;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;49505;2015-03-03 13:57:55:060
-1.2286;2.9571;9.1801;-1.2904;2.9423;9.2654;0.059;0.0459;-0.0222;-0.0144;0.0093;0.0088;16.7;-20.0;-33.11;235.19;-17.52;7.97;1003.19;62.548;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;50005;2015-03-03 13:57:55:560
-1.2333;2.9785;9.1706;-1.258;2.9364;9.2718;0.0508;0.0926;0.0256;-0.0176;0.0072;0.0067;18.98;-18.07;-32.6;245.33;-17.45;7.78;1003.21;63.469;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;1 / 19;50505;2015-03-03 13:57:56:060
-1.2095;2.9666;9.0849;-1.2565;2.926;9.2752;0.0358;0.0608;-0.0456;-0.0186;0.0051;0.0088;16.87;-18.77;-33.96;238.96;-17.39;7.74;1003.21;54.967;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;1 / 19;51006;2015-03-03 13:57:56:561
-1.219;2.9857;9.1087;-1.2489;2.9303;9.2749;0.0403;0.0776;-0.0389;-0.0176;0.0083;0.0099;17.4;-19.3;-31.74;237.54;-17.38;7.73;1003.2;53.018;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;51506;2015-03-03 13:57:57:061
-1.2381;2.9619;9.104;-1.2611;2.9228;9.2756;0.0039;0.0755;-0.0575;-0.0154;0.0093;0.0067;19.69;-18.42;-33.62;247.42;-17.34;7.74;1003.19;54.558;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;52007;2015-03-03 13:57:57:562
-1.2428;2.9333;9.0968;-1.2509;2.9237;9.2767;0.0461;0.082;-0.0439;-0.0165;0.0083;0.0077;19.16;-18.6;-32.42;241.43;-17.35;7.68;1003.19;53.382;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;52504;2015-03-03 13:57:58:059
-1.2333;2.9595;9.2349;-1.2498;2.9289;9.2752;0.0069;0.0974;-0.0196;-0.0186;0.0051;0.0099;18.81;-18.95;-32.42;241.43;-17.35;7.69;1003.2;52.854;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;53005;2015-03-03 13:57:58:560
-1.2262;2.9642;9.0802;-1.2524;2.923;9.2768;0.019;0.0748;0.0056;-0.0165;0.004;0.0067;18.81;-18.6;-31.06;240.72;-17.34;7.72;1003.19;58.622;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;53505;2015-03-03 13:57:59:060
-1.2595;2.9595;9.1801;-1.2526;2.9302;9.2744;-7.0E-4;0.0738;-0.0087;-0.0165;0.0083;0.0099;17.58;-18.07;-32.94;243.52;-17.39;7.69;1003.19;47.435;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;54005;2015-03-03 13:57:59:560
-1.2;2.9547;9.1635;-1.2557;2.9286;9.2745;0.0316;0.0837;-0.0145;5.0E-4;0.0011;0.0;17.05;-19.3;-32.77;238.11;-17.34;7.76;1003.19;53.362;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;54506;2015-03-03 13:58:00:061
-1.2476;2.9523;9.1706;-1.2464;2.9764;9.2606;0.0113;0.0445;-0.0088;0.0016;0.0011;0.0;18.81;-16.5;-32.42;251.35;-17.57;7.67;1003.2;57.287;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;55005;2015-03-03 13:58:00:560
-1.2381;3.0047;9.2135;-1.2387;2.9882;9.2578;-0.0196;0.0434;-0.0128;-6.0E-4;0.0011;0.0011;17.93;-19.13;-32.6;241.1;-17.7;7.62;1003.23;68.445;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;1 / 19;55505;2015-03-03 13:58:01:060
-1.2214;2.919;9.123;-1.2455;2.999;9.2534;-0.0088;-0.0108;0.0059;-6.0E-4;1.0E-4;-0.0011;18.45;-18.95;-34.47;242.1;-17.79;7.61;1003.25;66.035;51.89199;0.256755;209.0;NaN;82.577736;1.25;28.0;122.2;1 / 19;56005;2015-03-03 13:58:01:560
-1.3309;2.8381;9.1302;-1.2397;3.0055;9.2521;-0.008;0.0129;-0.0299;-6.0E-4;-0.0031;0.0022;18.28;-19.47;-32.6;241.34;-17.82;7.66;1003.26;56.374;51.89199;0.256755;209.0;NaN;82.492065;1.25;28.0;122.2;1 / 19;56506;2015-03-03 13:58:02:061
-1.1762;3.0285;9.2016;-1.2234;2.9976;9.2568;-0.0049;-0.0081;-0.0514;5.0E-4;-0.001;0.0;17.58;-19.13;-34.3;242.2;-17.81;7.54;1003.23;57.781;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;1 / 19;57005;2015-03-03 13:58:02:560
-1.2238;2.95;9.104;-1.2389;3.0152;9.249;-0.0468;0.0062;-0.0596;0.0016;0.0022;0.0;18.63;-19.13;-33.62;244.12;-17.88;7.57;1003.23;67.593;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;1 / 19;57507;2015-03-03 13:58:03:062
-1.2333;3.0095;9.2206;-1.2491;3.0119;9.2487;-0.0024;0.0106;0.021;5.0E-4;0.0011;-0.0011;18.63;-18.42;-32.26;245.56;-17.88;7.66;1003.23;68.989;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;1 / 19;58005;2015-03-03 13:58:03:560
-1.2428;2.969;9.104;-1.2516;3.0097;9.2491;-0.0091;0.0086;0.0157;-6.0E-4;0.0011;0.0;19.86;-19.65;-32.77;242.03;-17.87;7.71;1003.23;56.804;51.89199;0.256755;209.0;NaN;82.74706;1.25;28.0;122.2;1 / 19;58505;2015-03-03 13:58:04:060
-1.25;2.9761;9.1468;-1.2496;3.0144;9.2478;5.0E-4;-0.0043;-0.0073;-6.0E-4;1.0E-4;0.0;18.28;-18.77;-33.28;241.45;-17.88;7.69;1003.21;64.683;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;1 / 19;59005;2015-03-03 13:58:04:560
-1.1976;2.9095;9.0826;-1.2432;3.0072;9.251;0.0215;-0.0141;0.0073;-0.0016;1.0E-4;0.0011;17.4;-19.65;-33.11;236.33;-17.89;7.67;1003.22;51.213;51.89199;0.256755;209.0;NaN;82.83273;1.25;28.0;122.2;1 / 19;59507;2015-03-03 13:58:05:062
-1.2571;2.9642;9.1159;-1.2506;3.0034;9.2513;-0.0025;0.0063;-0.049;-6.0E-4;1.0E-4;-0.0021;17.58;-18.07;-33.28;244.56;-17.82;7.66;1003.22;58.262;51.89199;0.256755;209.0;NaN;82.83273;1.25;28.0;122.2;1 / 19;60005;2015-03-03 13:58:05:560
-1.1976;2.9642;9.1135;-1.2503;3.0096;9.2493;0.0075;-0.0104;0.026;-6.0E-4;-0.001;0.0;17.05;-17.9;-33.45;242.77;-17.89;7.73;1003.22;54.942;51.89199;0.256755;209.0;NaN;82.83273;1.25;28.0;122.2;1 / 19;60504;2015-03-03 13:58:06:059
-1.2762;2.9809;9.2087;-1.2419;3.0035;9.2524;-0.0196;0.0202;0.0123;-6.0E-4;-0.001;-0.0011;17.93;-19.13;-33.96;242.16;-17.83;7.64;1003.21;61.777;51.89199;0.256755;209.0;NaN;82.91739;1.25;28.0;122.2;1 / 19;61005;2015-03-03 13:58:06:560
-1.2095;2.9952;9.1421;-1.2512;2.9978;9.253;-0.0091;-0.0256;-0.0252;-0.0027;-0.001;-0.0021;18.81;-18.6;-34.47;243.83;-17.8;7.7;1003.2;52.64;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;61505;2015-03-03 13:58:07:060
-1.2333;2.9571;9.1754;-1.2493;3.0079;9.25;-0.0168;0.0024;0.0214;-6.0E-4;1.0E-4;-0.0021;18.81;-18.95;-35.15;244.79;-17.86;7.67;1003.18;52.822;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;1 / 19;62007;2015-03-03 13:58:07:562
-1.2024;2.9404;9.1016;-1.2377;2.9972;9.255;0.0101;0.0047;0.0026;-0.0016;-0.0021;-0.0011;19.16;-20.0;-34.13;240.83;-17.78;7.67;1003.16;49.49;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;62506;2015-03-03 13:58:08:061
-1.2238;2.919;9.0921;-1.2449;3.0145;9.2484;-0.003;0.0046;-0.0498;5.0E-4;-0.001;0.0011;18.98;-19.13;-32.6;243.22;-17.85;7.65;1003.15;51.287;51.89199;0.256755;209.0;NaN;83.427345;1.25;28.0;122.2;1 / 19;63005;2015-03-03 13:58:08:560
-1.1905;2.9785;9.0849;-1.2456;3.0062;9.251;0.0075;0.0144;0.0081;5.0E-4;1.0E-4;-0.0011;18.1;-18.95;-33.45;241.4;-17.85;7.68;1003.13;56.357;51.89199;0.256755;209.0;NaN;83.59867;1.25;28.0;122.2;1 / 19;63505;2015-03-03 13:58:09:060
-1.219;2.9452;9.1278;-1.2359;3.0075;9.2519;-0.0247;-0.0074;0.0165;-0.0016;0.0011;-0.0011;17.4;-18.6;-33.11;239.49;-17.87;7.61;1003.12;61.207;51.89199;0.256755;209.0;NaN;83.68333;1.25;28.0;122.2;1 / 19;64006;2015-03-03 13:58:09:561
-1.1905;2.9809;9.054;-1.2474;3.0123;9.2488;-0.0033;-0.014;-0.0104;5.0E-4;0.0011;0.0011;18.81;-18.25;-33.11;246.35;-17.87;7.67;1003.1;58.381;51.89199;0.256755;209.0;NaN;83.85364;1.25;28.0;122.2;1 / 19;64506;2015-03-03 13:58:10:061
-1.2309;2.9476;9.1278;-1.2385;3.0073;9.2516;0.0068;0.0043;0.0462;-6.0E-4;1.0E-4;0.0011;18.98;-18.07;-32.26;245.6;-17.89;7.63;1003.09;55.429;51.89199;0.256755;209.0;NaN;83.938286;1.25;28.0;122.2;1 / 19;65005;2015-03-03 13:58:10:560
-1.25;2.9761;9.1468;-1.2443;3.002;9.2526;-0.0203;0.0094;0.0209;5.0E-4;1.0E-4;-0.0011;17.4;-17.55;-33.79;243.59;-17.82;7.61;1003.12;58.976;51.89199;0.256755;209.0;NaN;83.68333;1.25;28.0;122.2;1 / 19;65505;2015-03-03 13:58:11:060
-1.2595;2.9761;9.2016;-1.2479;3.0109;9.2492;-0.013;0.0244;0.0069;-0.0016;-0.0021;-0.0011;19.86;-18.25;-33.11;247.86;-17.88;7.68;1003.16;63.094;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;66005;2015-03-03 13:58:11:560
-1.2167;2.9785;9.1611;-1.2381;3.0082;9.2514;0.0072;0.0107;0.0066;-6.0E-4;-0.001;-0.0011;19.16;-18.25;-35.15;248.04;-17.87;7.65;1003.17;52.862;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;1 / 19;66505;2015-03-03 13:58:12:060
-1.269;3.0047;9.1492;-1.2398;3.01;9.2506;-0.0193;0.0079;0.022;0.0016;0.0022;0.0011;19.16;-17.9;-33.79;247.22;-17.87;7.6;1003.16;53.87;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;1 / 19;67009;2015-03-03 13:58:12:564
-1.2167;2.9619;9.173;-1.2441;3.0083;9.2505;0.0014;0.0083;0.0408;-0.0016;1.0E-4;-0.0021;17.4;-18.25;-33.11;242.8;-17.88;7.67;1003.17;54.732;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;1 / 19;67505;2015-03-03 13:58:13:060
-1.2048;2.9452;9.1064;-1.2404;3.0006;9.2536;-0.0119;0.0067;-0.0127;-0.0016;-0.0021;-0.0021;17.58;-18.42;-33.28;244.63;-17.84;7.62;1003.15;58.387;51.89199;0.256755;209.0;NaN;83.427345;1.25;28.0;122.2;1 / 19;68005;2015-03-03 13:58:13:560
-1.2333;2.9857;9.1087;-1.2405;3.0034;9.2526;0.0229;-9.0E-4;-0.0221;-6.0E-4;-0.001;-0.0011;19.16;-19.3;-34.81;244.68;-17.81;7.65;1003.16;58.607;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;68505;2015-03-03 13:58:14:060
-1.2928;2.9761;9.1087;-1.244;3.0079;9.2507;-0.033;0.0017;0.0371;-6.0E-4;-0.001;0.0;17.93;-17.72;-33.28;244.71;-17.86;7.59;1003.16;56.155;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;69005;2015-03-03 13:58:14:560
-1.1762;2.9666;9.1587;-1.2514;3.004;9.251;-0.0017;0.004;-0.0289;-6.0E-4;1.0E-4;0.0011;18.45;-18.6;-32.77;241.36;-17.85;7.72;1003.16;57.885;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;69506;2015-03-03 13:58:15:061
-1.2;2.9595;9.0849;-1.238;3.014;9.2495;-0.0117;0.0026;6.0E-4;-0.0016;-0.001;0.0;17.22;-19.83;-33.28;236.41;-17.89;7.6;1003.15;56.458;51.89199;0.256755;209.0;NaN;83.427345;1.25;28.0;122.2;1 / 19;70005;2015-03-03 13:58:15:560
-1.2238;3.0285;9.2159;-1.2562;3.006;9.2497;-0.0029;-0.0102;0.0517;5.0E-4;0.0011;-0.0021;17.93;-19.13;-32.26;240.7;-17.89;7.71;1003.17;51.71;51.89199;0.256755;209.0;NaN;83.25804;1.25;28.0;122.2;1 / 19;70505;2015-03-03 13:58:16:060
-1.2405;2.9619;9.1849;-1.2346;3.0042;9.2532;-0.0187;0.011;0.0399;-6.0E-4;-0.0021;-0.0011;18.45;-18.95;-33.79;242.18;-17.83;7.61;1003.18;54.701;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;1 / 19;71005;2015-03-03 13:58:16:560
-1.2167;2.9642;9.0873;-1.2509;3.0039;9.2511;-0.025;-0.0016;-0.0614;-6.0E-4;1.0E-4;-0.0021;19.16;-19.65;-32.77;240.28;-17.84;7.64;1003.19;55.091;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;71505;2015-03-03 13:58:17:060
-1.1857;2.969;9.1064;-1.2364;3.0066;9.2521;0.0316;0.0082;0.0326;-0.0016;-0.001;0.0011;17.75;-18.6;-32.42;240.68;-17.87;7.7;1003.19;55.418;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;72005;2015-03-03 13:58:17:560
-1.2643;2.988;9.0968;-1.2429;3.0054;9.2517;-0.0127;0.0045;-0.0183;5.0E-4;0.0011;0.0011;17.75;-20.0;-32.42;237.7;-17.85;7.65;1003.2;56.32;51.89199;0.256755;209.0;NaN;83.00306;1.25;28.0;122.2;1 / 19;72505;2015-03-03 13:58:18:060
-1.2405;2.9428;9.1968;-1.2427;3.0047;9.2519;0.0058;0.0048;-0.0109;-0.0016;-0.0021;0.0;19.16;-18.95;-33.11;243.18;-17.84;7.67;1003.19;58.379;51.89199;0.256755;209.0;NaN;83.087715;1.25;28.0;122.2;1 / 19;73005;2015-03-03 13:58:18:560
-1.2309;2.9547;9.0183;-1.2449;3.0084;9.2504;-0.0112;0.0074;0.0234;0.0016;0.0011;0.0;19.86;-17.2;-34.47;251.82;-17.87;7.65;1003.18;58.733;51.89199;0.256755;209.0;NaN;83.17237;1.25;28.0;122.2;1 / 19;73504;2015-03-03 13:58:19:059
-1.2309;2.9476;9.073;-1.2391;2.9997;9.254;0.0084;-0.0061;-0.061;-6.0E-4;-0.001;-0.0021;19.16;-17.55;-32.77;246.25;-17.83;7.67;1003.16;55.465;51.89199;0.256755;209.0;NaN;83.3427;1.25;28.0;122.2;1 / 19;74005;2015-03-03 13:58:19:560
